show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6847,Movie,Ghost Pain,"Kazuchika Kise, Masahiko Murata","Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Yoji Ueda, Miyuki Sawashiro, Mayumi Asano, Takanori Hoshino, Yasuhiro Mamiya, Kenji Nojima",Japan,"February 24, 2019",2013,TV-MA,58 min,"Action & Adventure, Anime Features, International Movies","World War IV is over, but a bomb has gone off in Newport City, killing a major arms dealer who may have ties with the mysterious 501 Organization."
s6848,Movie,Ghost Rider,Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Wes Bentley, Sam Elliott, Donal Logue, Matt Long, Peter Fonda, Brett Cullen, Raquel Alessi, Laurence Breuls","United States, Australia","October 1, 2020",2007,PG-13,110 min,"Action & Adventure, Sci-Fi & Fantasy","After selling his soul to save a loved one, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles."
s6849,Movie,Ghost Tears,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Shunsuke Sakuya, Takuro Nakakuni, Yoji Ueda, Kazuya Nakai, Miyuki Sawashiro, Tatsuhisa Suzuki",Japan,"February 24, 2019",2014,TV-MA,58 min,"Action & Adventure, Anime Features, International Movies","As Motoko and Batou attempt to thwart a mysterious terrorist group, Togusa tracks the killer of a man with a prosthetic leg made by Mermaid's Leg."
s6851,Movie,Ghost Whispers,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tomoyuki Dan, Takuro Nakakuni, Yoji Ueda, Kazuya Nakai, Miyuki Sawashiro, Ikuya Sawaki, Takako Fuji",Japan,"February 24, 2019",2013,TV-14,56 min,"Action & Adventure, Anime Features, International Movies","Freed of her responsibilities for the 501 Organization, Motoko must now learn how to take orders from Aramaki."
s6855,Movie,Ginger & Rosa,Sally Potter,"Elle Fanning, Alessandro Nivola, Christina Hendricks, Alice Englert, Timothy Spall, Oliver Platt, Annette Bening, Jodhi May, Oliver Milburn, Andrew Hawley","United Kingdom, Denmark, Canada, Croatia","July 15, 2018",2012,PG-13,90 min,"Dramas, Independent Movies","With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London – until betrayal drives them apart."
s6856,Movie,"Girl, Boy, Bakla, Tomboy",Wenn V. Deramas,"Vice Ganda, Maricel Soriano, Joey Marquez, Ruffa Gutierrez, Cristine Reyes, JC de Vera, Ejay Falcon, Angelu De Leon, Bobby Andrews",Philippines,"February 27, 2019",2013,TV-14,103 min,"Comedies, International Movies","Quadruplets separated as babies reunite in Manila when one needs a liver transplant, but long-held family resentments threaten to derail everything."
s6864,Movie,God's Own Country,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,"May 1, 2018",2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection."
s6867,Movie,GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","United Kingdom, United States","December 31, 2019",1995,PG-13,130 min,Action & Adventure,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base."
s6868,Movie,Goldie,Sam de Jong,"Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye",United States,"June 22, 2020",2019,TV-MA,89 min,Dramas,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together."
s6870,Movie,Goldstone,Ivan Sen,"Aaron Pedersen, Alex Russell, Jacki Weaver, Cheng Pei-pei, David Gulpilil, Michelle Lim Davidson, David Wenham, Tommy Lewis, Tommy Caldwell",Australia,"December 10, 2018",2016,R,110 min,Thrillers,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests."
s6873,Movie,Gone are the Days,Mark Landre Gould,"Lance Henriksen, Tom Berenger, Meg Steedle, Danny Trejo",United States,"January 1, 2019",2018,R,100 min,Independent Movies,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
s6875,Movie,Good Kids,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,"January 19, 2017",2016,R,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
s6876,Movie,Good Kill,Andrew Niccol,"Ethan Hawke, January Jones, Bruce Greenwood, Zoë Kravitz, Jake Abel, Ryan Montano, Dylan Kenin, Stafford Douglas",United States,"April 2, 2017",2014,R,103 min,Dramas,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions."
s6877,Movie,Good Kisser,Wendy Jo Carlton,"Kari Alison Hodge, Rachel Paulson, Julia Eringer",United States,"August 20, 2020",2019,TV-MA,75 min,"Comedies, Dramas, Independent Movies","Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly."
s6879,Movie,"Good Night, and Good Luck",George Clooney,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella, Ray Wise, Robert John Burke, Tate Donovan, Alex Borstein, Matt Ross, Grant Heslov","United States, France, United Kingdom, Japan","June 2, 2019",2005,PG,93 min,Dramas,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.
s6880,Movie,Good People,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh","United States, United Kingdom, Denmark, Sweden","September 8, 2017",2014,R,90 min,"Action & Adventure, Thrillers",A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
s6911,Movie,HALO Legends,"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki","Andy McAvin, James Faulkner, Luci Christian, John Swasey","United States, Japan","May 1, 2017",2009,PG-13,117 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo."
s6912,Movie,Halo: The Fall of Reach,Ian Kirby,"Jen Taylor, Steve Downes, Michelle Lukes, Britt Baron, Travis Willingham, John Bently, Todd Haberkorn, Cole Jensen",United States,"March 7, 2016",2015,TV-14,65 min,"Action & Adventure, Sci-Fi & Fantasy",Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.
s6916,Movie,Hangman,Johnny Martin,"Al Pacino, Karl Urban, Brittany Snow, Joe Anderson, Sarah Shahi, Sloane Warren, Chelle Ramos, Steve Coulter, Michael Rose",United States,"May 6, 2020",2017,R,99 min,Thrillers,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman."
s6925,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills",United Kingdom,"September 6, 2017",2015,TV-MA,79 min,"Dramas, Independent Movies",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
s6944,Movie,Haywire,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Antonio Banderas, Mathieu Kassovitz, Michael Angarano, Michael Douglas, Anthony Brandon Wong","Ireland, United States","March 1, 2020",2011,R,93 min,Action & Adventure,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.
s6948,Movie,Head On,Ana Kokkinos,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",Australia,"August 25, 2018",1998,TV-MA,104 min,"Dramas, Independent Movies, LGBTQ Movies","This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey."
s6951,Movie,Heartthrob,Chris Sivertson,"Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Felicity Price, Ione Skye, Jimmy Bennett, Taylor Dearden",United States,"January 1, 2018",2017,TV-MA,87 min,Thrillers,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones."
s6955,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford",United States,"September 6, 2018",2015,R,86 min,"Action & Adventure, Comedies, Independent Movies","When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld."
s6957,Movie,Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",United States,"January 1, 2019",2016,R,102 min,"Dramas, Independent Movies","In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit."
s6958,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,"December 1, 2018",2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
s6965,Movie,Hickok,Timothy Woodward Jr.,"Luke Hemsworth, Trace Adkins, Kris Kristofferson, Bruce Dern, Cameron Richardson, Kaiwi Lyman, Hunter Fischer, Robert Catrini, Britain Simons",United States,"July 24, 2020",2017,TV-MA,88 min,Action & Adventure,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town."
s6984,Movie,Holding the Man,Neil Armfield,"Ryan Corr, Craig Stott, Kerry Fox, Camilla Ah Kin, Sarah Snook, Guy Pearce, Anthony LaPaglia, Geoffrey Rush",Australia,"August 1, 2016",2015,TV-MA,128 min,"Dramas, International Movies, LGBTQ Movies","In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way."
s6992,Movie,Honey: Rise Up and Dance,Bille Woodruff,"Teyana Taylor, Sierra Aylina McClain, Bryshere Gray",United States,"April 3, 2018",2018,PG-13,100 min,Dramas,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship."
s6993,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,"Hayden Panettiere, Glenn Close, Patrick Warburton, Joan Cusack, David Ogden Stiers, Bill Hader, Amy Poehler, Andy Dick, Martin Short, Brad Garrett, Cheech Marin, Tommy Chong, Heidi Klum, Wayne Newton",United States,"November 3, 2018",2011,PG,86 min,"Children & Family Movies, Comedies","Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel."
s6995,Movie,Hope Springs Eternal,Jack C. Newell,"Mia Rose Frampton, Beth Lacke, Stony Blyden, Juliette Angelo, Lauren Giraldo, Beau Brooks, Pej Vahdat",United States,"November 8, 2018",2018,PG,79 min,Dramas,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school."
s7003,Movie,Hostiles,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Timothée Chalamet, Ben Foster, Adam Beach, Rory Cochrane, Peter Mullan, Scott Wilson, Paul Anderson, Jonathan Majors, John Benjamin Hickey, Q'orianka Kilcher, Ryan Bingham",United States,"August 15, 2018",2017,R,134 min,Dramas,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland."
s7004,Movie,Hot Bot,Michael Polish,"Cynthia Kirchner, Doug Haley, Zack Pearlman, Larry Miller, Danny Masterson, Anthony Anderson, David Shackelford, Donald Faison, Angela Kinsey, Kirby Bliss Blanton, John Robinson",United States,"March 1, 2016",2016,NR,93 min,Comedies,"Two teenage geeks inadvertently find a lifelike, state-of-the-art sex robot, but must dodge the high-profile owner who lost her in order to keep her."
s7032,Movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,"Roy Haylock, Rachel Dratch, Brian McCook, D.J. ""Shangela"" Pierce, Doug Plaut, Cheyenne Jackson, Kristen Johnston, Heather McDonald, Wanda Sykes, Janeane Garofalo",United States,"August 15, 2018",2018,TV-MA,85 min,"Comedies, Independent Movies, LGBTQ Movies","When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down."
s7043,Movie,I Am Vengeance,Ross Boyask,"Stu Bennett, Anna Shaffer, Mark Griffin, Bryan Larkin, Kevin Leslie, Gary Daniels",United Kingdom,"December 22, 2018",2018,R,93 min,Action & Adventure,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge."
s7044,Movie,I Am Wrath,Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen",United States,"September 16, 2019",2016,R,91 min,"Action & Adventure, Dramas","Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians."
s7045,Movie,I Don't Know How She Does It,Douglas McGrath,"Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks, Kelsey Grammer, Seth Meyers, Olivia Munn, Jane Curtin, Mark Blum, Busy Philipps, Sarah Shahi, Jessica Szohr",United States,"March 23, 2019",2011,PG-13,89 min,Comedies,"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance."
s7048,Movie,"I, Daniel Blake",Ken Loach,"Dave Johns, Hayley Squires, Briana Shann, Dylan McKiernan, Kate Rutter, Sharon Percy, Kema Sikazwe, Steven Richens","United Kingdom, France, Belgium","April 19, 2019",2016,R,100 min,"Dramas, Independent Movies","While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight."
s7049,Movie,I'll See You in My Dreams,Brett Haley,"Blythe Danner, Martin Starr, June Squibb, Rhea Perlman, Mary Kay Place, Malin Akerman, Sam Elliott, Aarti Mann, Mark Adair-Rios, Ashley Spillers",United States,"October 22, 2019",2015,PG-13,96 min,"Comedies, Dramas, Independent Movies","After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves."
